"","tags","time"
"2598","['oregonstateuniversity', 'redken', 'pureology', 'notjustahairdresser', 'salonowner', 'saloncentric', 'corvallisoregon', 'cosmoprof', 'americansalon', 'pnw', 'davines', 'oregonstate', 'corvallisor', 'corvallis', 'downtowncorvallis', 'summitsalon', 'gobeavs', 'oregon', 'modernsalon', 'albanyoregon', 'albanyor', 'behindthechair', 'honeycombcorvallis']","2018"
"2599","['oregon', 'halloween', 'witch', 'oregonstateuniversity', 'corvallis', 'corvallisoregon', 'witchcostume', 'halloweencostume']","2018"
"2602","['OregonStateUniversity']","2018"
"2603","['oregon', 'oregonstateuniversity', 'mavicair', 'dronephotography', 'osu', 'beavers', 'djimavicair', 'dji']","2018"
"2604","['oregonstateuniversity', 'creightonuniversity', 'midpacificgrad2018', 'midpacific', 'maristcollege']","2018"
"2605","['craftshow', 'cotton', 'oregonstateuniversity', 'sewing', 'osu', 'organize', 'inspired', 'prep', 'wool', 'centralortextiles', 'red', 'craftshowprep', 'oregonstate', 'cosmetic', 'orange', 'onfire', 'black', 'makeup', 'centraloregonartists', 'proud', 'bag', 'yellow', 'weaversofinstagram', 'makersmovement', 'gobeavs', 'ombre', 'pendeltonwool', 'interfacing', 'centraloregontextiles', 'travel']","2018"
"2607","['oneontagorge', '35mm', 'oregonstateuniversity']","2018"
"2608","['marijuana', 'oregonstateuniversity', 'vscocam', 'pacificnorthwest', 'highlife', 'pnw', 'ommp', 'canon_photos', 'vsco', 'thatpnwlife', 'cannabiscommunity', 'leafly', '420photography', 'cannabis', '420', 'highquality', 'highsociety', 'oregongrown', 'corvallis', 'canon', 'hightimes', 'oregonstatebeavers', 'justblazeig', 'oregon', 'themarymag', 'dopemagazine', 'weedstagram']","2018"
"2609","['oregon', 'oregonstateuniversity', 'decking', 'lumberyard', 'lumber', 'bargaincenter', 'exotichardwood', 'corvallis', 'exotichardwoods', 'albanyoregon', 'corvallisoregon', 'ipe', 'ipeepeverything', 'mikesbargaincenter']","2018"
"2610","['legstrength', 'nflcombine', 'oregonstateuniversity', 'nfl', 'nau', 'arizona', 'phoenix', 'sportsperformance', 'easternmichigan']","2018"
"2611","['oregon', 'unitedcitizensofamerica', 'usa', 'oregonstateuniversity', 'america', 'corvallis', 'bentoncountyparks', 'corvallisoregon', 'pacificnorthwest', 'northwest', 'corvallisphotography']","2018"
"2612","['oregon', 'unitedcitizensofamerica', 'usa', 'oregonstateuniversity', 'america', 'corvallis', 'bentoncountyparks', 'corvallisoregon', 'pacificnorthwest', 'northwest', 'corvallisphotography']","2017"
"2613","['civilwar', 'flatlay', 'oregonstateuniversity', 'osufootball', 'runwaycorvallis', 'runwayfashion', 'gobeavs']","2017"
"2617","['GOMAB', 'OregonStateUniversity', 'CultureForServiceAndServiceForHumanity', 'IAMBK', 'SexySigmas', 'BrothersOfFireAndBrimstone', 'PBSWesternRegion', 'PBS103', 'AhOooAh', 'BrotherhoodScholarshipService', 'PBS1914', 'OSUSigmas', 'OregonSigmas', 'PacificNWSigmas', 'SigmaChesterfields1914', 'BluPhiUKnow', 'WestCoastSigmas', 'PhiBetaSigmaFraternityIncorporated', 'NPHC']","2017"
"2618","['unitedcitizensofamerica', 'oregonstateuniversity', 'corvallisoregonart', 'corvallisparks', 'craterlakeoregon', 'corvallisoregon', 'pacificnorthwest', 'toketeefalls', 'craterlake', 'oregonnw', 'sweetlandofliberty', 'oregoncoast', 'OregonState', 'corvallisart', 'corvallisphotography', 'usa', 'weownamerica', 'mthood', 'corvallis', 'philomathoregon', 'corvallisparksandrec', 'weloveourarmedforces', 'thefoundingfathers', 'wethepeople', 'portlandnw', 'bicentinualbaby', 'oregonphotographer', 'corvallisphotographer', 'dimplehill']","2017"
"2619","['classof2017', 'oregonstateuniversity', 'kinesiology', 'gobeavs', 'graduate']","2017"
"2620","['unitedcitizensofamerica', 'oregonnw', 'oregonphotography', 'oregonstateuniversity', 'corvallis', 'corvallisoregon', 'pacificnorthwest', 'corvallisphotographer', 'OregonState', 'corvallisphotography']","2017"
"2621","['OregonStateUniversity', 'BallroomDancing', 'NotAsYoungAsIUsedToBe', 'Dancing', 'GettingTooOldForThis']","2017"
"2623","['WindbackWednesday', 'AGDPhiPsiChiTheta']","2017"
"2624","['education', 'fermentation', 'fun', 'yeast']","2017"
"2625","['portland', 'knowyouaredivine', 'oregonstateuniversity', 'portlandoregon', 'chs', 'corvallisoregon', 'portlandoregonphotography', 'corvallishighschool', 'oregonnw', 'corvallisismagical', 'oregoncoast', 'OregonState', 'crescentvalleyhighschool', 'corvallisphotography', 'beautifulcorvallis', 'mthood', 'corvallis', 'willametteriver', 'inthenameoflove', 'mthoodoregon', 'oregon', 'cvhs']","2017"
"2628","['moneybee_flower', 'moneybee_tree']","2017"
"2630","['evergreentattooinvitational', 'dv8tattoo', 'oregonstateuniversity', 'tattoosmart', 'artist', 'ipadpro', 'procreate', 'ipadprotattooteam', 'roseville', 'custom', 'art', 'sacramentotattooartist', 'sacramento', 'oregonducks', 'gobeavers', 'kitsune']","2017"
"2631","['modernsalon']","2017"
"2632","['futuredvm', 'placementceremony', 'oregonstateuniversity', 'yesicried', 'rusvm']","2017"
"2633","['pdxmodel', 'oregonstateuniversity']","2017"
"2634","['engineering', 'pentathaloons', 'oregonstateuniversity', 'mechanicalengineering']","2016"
"2636","['liveauthentic', 'oregonstateuniversity', 'shophandmade', 'osu', 'knitstagram', 'halloweenfun', 'knitting', 'createhappy', 'fallstyle', 'pnw', 'beaverbeliever', 'autumn', 'creativelifehappylife', 'handmadeisbetter', 'knittersofinstagram', 'pdx', 'hardworkpaysoff', 'makersmovement', 'christiancreative', 'madeinoregon', 'gobeavs', 'craftsposure', 'girlboss', 'momboss', 'fallyall', 'fallsfestival', 'handsandhustle']","2016"
"2637","['knitting_inspiration', 'oregonstateuniversity', 'Oregon']","2016"
"2638","['OregonStateUniversity', 'ReserStadium', 'GoBeavs']","2015"
"2639","['gogreek', 'XΩ', 'chiomega', 'oregonstateuniversity']","2015"
"2640","['GRacademic', 'norteamericana', 'portafolio', 'Pink', 'OregonStateUniversity', 'Corvallis', 'UniversityofSouthFlorida', 'USF', 'GameOn', 'LouisianaStateUniversity', 'campus', 'OSU', 'FloridaInternationalUniversity', 'LatinoAmerica', 'alumnos', 'Top25', 'Florida', 'VictoriaSecret', 'USA', 'UniversityofCentral', 'BatonRouge', 'UCF', 'Miami', 'concurso', 'universidad', 'Orlando', 'LSU', 'FIU', 'Tampa', 'Universidades']","2015"
"2641","['happiness', 'beaves', 'oregonstateuniversity', 'missinhome']","2014"
"2642","['lillebro', 'family', 'love', 'oregonstateuniversity']","2014"
"2643","['chronicillness', 'strongwomen', 'highjump', 'oregonstateuniversity', 'trackandfield', 'gastroparesis', 'ehlersdanlossyndrome', 'strength', 'tubie', 'feedingtube', 'gastroparesisawareness', 'bravebodies', 'iwontlookdown', 'njtube', 'fighter', 'dontlookdown', 'damworthit', 'osu', 'ichoosejoy']","2019"
"2645","['oregonweddingphotographer', 'Oregonbride', 'oregonphotography', 'oregonexplored', 'Oregoncoast', 'oregonmade', 'oregonwinecountry', 'oregonartist', 'OregonStateUniversity', 'oregonrealestate', 'oregongirl', 'oregonnw', 'oregontrail', 'OregonBeer', 'oregonisawesome', 'oregonstate', 'oregonwedding', 'oregonliving', 'oregonlife', 'oregonlove', 'oregoncity', 'oregonwine', 'oregongrown', 'oregonweed', 'Oregon', 'oregonian', 'oregonducks', 'oregonphotographer', 'OregonZoo', 'oregondogs']","2019"
"2646","['hair', 'ilovehair', 'framesi', 'oregonstateuniversity', 'technique', 'leytonhouseprofessional', 'corvallisoregon', 'corvallishairstylist', 'hairinspiration', 'stylistssupportingstylists', 'colormelting', 'licensedtocreate', 'vivid', 'orbie', 'beachwaves', 'beautylaunchpad', 'epicdayspa', 'olaplex', 'kaylamcconnell', 'framesidiamondbleach', 'hairstyles', 'foilayage', 'redhair', 'babylisspro', 'shadowroot', 'leytonhouse', 'behindthechair', 'hairobsessed']","2018"
"2648","['portlandoregon', 'university', 'college', 'motocross', 'student', 'OregonStateUniversity', 'ducatinstagram', 'femalemotorcyclist', 'womenwhoride', 'motorcyclesafety', 'corvallis', 'education', 'oregon', 'motorcycletouring', 'educator', 'bmwmotorrad', 'ducatimotor', 'professor', 'teamoregonmotorcyclesaftey', 'motorcycles', 'motorrad', 'Ducati', 'LINSPIRATION']","2018"
"2649","['gobeavs', 'oregonstateuniversity']","2018"
"2650","['oregonstateuniversity', 'igs', 'ballet', 'pnwonderland', 'pacificnorthwest', 'pnw', 'portraitphotography', 'nature', 'portraitpage', 'portrait', 'portraitkillers', 'photogenic', 'corvallis', 'moodygrams', 'exklusive_shot', 'outdoors', 'oregon', 'portraitphotographer', 'instagood', 'noticeme', 'portraitmood', 'dance']","2018"
"2651","['oregonweddingphotographer', 'oregonbride', 'oregonsummer', 'oregonstateuniversity', 'oregonbud', 'penguintherapy', 'oregonbound', 'oregonzoo', 'oregonadventures', 'oregonart', 'oregonsonly', 'oregonlife', 'oregonpinot', 'oregonartist']","2018"
"2652","['oregoncattlemen', 'oca', 'oregon4h', 'oregonstateuniversity', 'oregonffa', 'agyouth', 'beefproject', 'oregonstatefair']","2018"
"2653","['gobeavs', 'thebestosu', 'oregonstateuniversity']","2018"
"2654","['flashbackfriday']","2018"
"2655","['cssa2018', 'oregonstateuniversity']","2018"
"2657","['wecomingforyou', 'oregonstateuniversity', 'aruba', 'osugraduate', 'letsgetthepartystarted', 'bfisback', 'osugymnastics']","2018"
"2658","['韩式', 'forrest', 'portland', 'model', 'oregonstateuniversity', 'korean', 'osu', '個人寫真', 'photo', '사진', 'koreangirl', 'photography', 'portrait', 'koreanmakeup', '세련된스타일', '체크', 'corvallis', 'koreanstyle', 'oregon', '韓式化妝', 'modeling']","2018"
"2659","['oregonstateuniversity', 'shorts', 'osu', 'beavs', 'orange', 'jacket', 'active']","2018"
"2660","['noshame', 'oregon', 'sustainability', 'pnw', 'oregonstateuniversity', 'zerowaste', 'reuse', 'glass', 'underrated', 'hipsterthings', 'ecofriendly', 'campusrecycling', 'masonjar', 'recyclemania', 'bethechange', 'beinconvenient', 'saynotoplastic', 'corvallisoregon', 'upcycle', 'scavenger']","2018"
"2661","['poloroid', 'hawaii', 'oregonstateuniversity', 'alohaoutdoors', 'hawaiihikes', 'gohawaii', 'instahawaii', 'hawaii50', 'herschel', 'luckywelivehawaii', 'kokohead', 'alohavibes', 'alohahawaii', 'oregonstate', 'honolulu', 'koko', 'bennythebeaver', 'hawaiiviews', 'bennybeaver', 'havealohawilltravel', 'gobeavs', 'aloha', 'hawaiisbestphotos', 'hawaiistagram', 'outthere', 'nakedhawaii', 'hawaiitag', 'hawaiiunchained', 'lethawaiihappen', 'hawaiilife']","2018"
"2663","['oregon', 'oregonphotography', 'couplegoals', 'oregonstateuniversity', 'lovequotes', 'loveandwildhearts', 'candidphotographer', 'love', 'couplesgoals', 'oregonstate', 'lovebirds', 'loveislove', 'blackandwhitephotography', 'oregonphotographer', 'candidphotos', 'candidphotography', 'blackandwhite']","2017"
"2664","['sosocute', 'cute', 'oregonstateuniversity', 'lilpup', 'osu', 'golden', 'corvallis', 'tongue', 'doggo', 'puppy', 'pupper', 'dutchbros']","2017"
"2666","['oregon', 'usa', 'oregonnw', 'unitedcitizensofamerica', 'oregonstateuniversity', 'oregonphotography', 'america', 'corvallis', 'corvallisoregon', 'pacificnorthwest', 'OregonState', 'northwest', 'corvallisphotography']","2017"
"2667","['fashionista', 'Saturday', 'summer', 'oregonstateuniversity', 'styleinspo', 'fashion', 'runwaycorvallis', 'shoplocal', 'style', 'runwayfashionexchange', 'styleaddict', 'runwayfinds']","2017"
"2668","['caddesign', 'orangebox', 'oregonstateuniversity', 'everythingisawesome', 'nikeflyknit', 'satisandfyllc', 'nike', 'flyknit', 'rigging', 'plotvinyl', 'vinylwrap', 'swoosh', 'justdoit', 'satisandfypdx', 'ustrackandfieldolympictrials', 'geodome', 'eventproduction', 'teamworkmakesthedreamwork', 'couldntdoitalone', 'imonalift', 'flashbackfriday', 'nikebrand', 'oregon', 'satisandfy', 'fbf', 'ustrackandfield', 'summerolympics2016', 'eugeneoregon']","2017"
"2669","['portland', 'bookclub', 'oregonstateuniversity', 'kappakappagamma', 'travel', 'hollywood', 'flightattendant', 'exposuretoabillionaire', 'luxury']","2017"
"2670","['fashionista', 'mensfashion', 'Saturday', 'summer', 'oregonstateuniversity', 'styleinspo', 'fashion', 'runwaycorvallis', 'workout', 'Nike', 'shoplocal', 'style', 'runwayfashionexchange', 'styleaddict', 'runwayfinds', 'Lululemon']","2017"
"2671","['gotthosediplomas', 'agscience', 'goterdone', 'oregonstateuniversity', 'cropandsoilscience', 'gracecarriedmehereandbyfaithiwillcarryon']","2017"
"2673","['goat', 'oregonstateuniversity', 'collegeradio', 'kbvrcorvallis', 'hiphop', 'kbvrfm']","2017"
"2675","['loveourdivas', 'oregonstateuniversity', 'hellobeautiful', 'strongsexyfit', 'momsweekend', 'yogainstructor', 'teamdiva', 'divadenstudio', 'dixon']","2017"
"2676","['unitedcitizensofamerica', 'oregonnw', 'oregonphotography', 'oregonstateuniversity', 'corvallis', 'corvallisoregon', 'pacificnorthwest', 'corvallisphotographer', 'OregonState', 'corvallisphotography']","2017"
"2677","['corvallis', 'oregonstateuniversity', 'fujifilmxt1']","2017"
"2679","['pendletonwoolenmills', 'oregonstateuniversity', 'countrygirl', 'silverbuckle', 'pendletonfabric', 'twirl', 'appareldesign', 'fashion', 'fashiondesignstudent', 'pendletonwool', 'westernfashion', 'oldwest', 'lonesomedove', 'caniworkforyou', 'pendleton', 'cowgirl', 'agriculture', 'western', 'medicinewoman', 'cowboyboots', 'a', 'fashiondesign', 'mypendleton']","2017"
"2681","['modernsalon']","2017"
"2683","['oregonstateuniversity', 'buttons', 'osu', 'osuaiga', 'oregonstate', 'design', 'graphicdesign', 'aiga', 'fundraiser']","2017"
"2689","['CivilWar', 'gobeavers', 'oregonstateuniversity']","2016"
"2693","['typegang', 'oregonstateuniversity', 'gregoryalanisakov', 'wolf', 'illustration', 'graphicdesign', 'microns', 'type']","2016"
"2696","['TeamOwlz', 'oregonstateuniversity', 'WSU', 'CWU', 'gonzaga', 'BookNotes', 'LectureNotes', 'StudyGuides', 'EWU', 'university', 'Flashcards', 'whitworth', 'CollegeOwlz', 'UofIdaho', 'UW', 'college']","2015"
"2697","['vscocam']","2014"
"2698","['oregonbeauty', 'oregonsummer', 'h2ohyeah', 'oregontrail', 'oregonstateuniversity', 'oregonasm', 'oregonian', 'oregonexplored', 'oregonadventures', 'oregonmade', 'theessenceofwetness', 'worldwaterday', 'oregonphotographer', 'oregondunes', 'oregonartist', 'oregonsky']","2019"
"2702","['PNW', 'OregonStateUniversity', 'PDX', 'Rainydays', 'NatureLovers', 'Love', 'Corvallis', 'Reflection', 'Winter', 'Beavers', 'Trees', 'Life', 'Rainy', 'Oregon', 'January', 'OregonState', '2019', 'Water']","2019"
"2704","['moneybee_yellow', 'moneybee_tree']","2018"
"2706","['osufootball', 'oregonstateuniversity']","2018"
"2707","['thatsdamchic']","2018"
"2710","['oregonstateuniversity', 'osu', 'honeymoon', 'corvallisoregon', 'lashextensions', 'oregonbride', 'lashlove', 'volume', 'theknot', 'eyelashextensions', 'lashes', 'waxing', 'capricemilanesthetics', 'corvallis', 'love', 'luminoussalon', 'gobeavs', 'gogreek', 'corvegas', 'washingtonwedding', 'weddinglashes', 'summer', 'wedding']","2018"
"2711","['CollegeCommitments', 'Recruiting', 'oregonstateuniversity', 'WeAreElite']","2018"
"2712","['natgeoexplorer']","2018"
"2713","['oregonstateuniversity', 'science', 'ADA2018', 'gobeavs', 'americandiabetesassociation']","2018"
"2714","['collegeworldseries']","2018"
"2716","['oregonstateuniversity', 'osu', 'adamandash', 'beavers', 'graduation', 'gobeavs', 'graduate', 'phd']","2018"
"2718","['deadliestduo', 'dynamicduo', 'oregonstateuniversity', 'scobeavs', 'osu', 'gobeavs']","2018"
"2719","['oregonstateuniversity', 'rain', 'pnwonderland', 'pacificnorthwest', 'highway20', 'mountain', 'pnw', 'vista', 'wildflowers', 'californiapoppy', 'nature', 'corvalis', 'travelphotographer', 'wildflowersofinstagram', 'vistas', 'naturelovers', 'flower', 'wildflower', 'nature_of_our_world', 'drizzle', 'mountains', 'oregon', 'landscape_photography', 'travelphotography', 'landscape', 'rainforest', 'travel']","2018"
"2722","['photographer', 'oregonstateuniversity', 'downtowncorvallisoregon', 'glitchography', 'studentphotography', 'photography', 'corvallisoregon']","2018"
"2723","['aaylc2018', 'blackgirlmagic', 'oregonstateuniversity']","2018"
"2724","['myboys', 'oregonstateuniversity', 'osu', 'backtoschool', 'lovethem', 'boys', 'twins', 'momlife', 'parentingisnteasy']","2018"
"2726","['oregon', 'explore', 'pnw', 'oregonstateuniversity', 'lifeisgood', 'oregonexplored', 'optoutside', 'oregonstate', 'pnwonderland', 'bestoforegon', 'goodvibes', 'pnwcollective', 'exploreoregon', 'pacificnorthwest', 'wanderlust', 'adventure', 'wander']","2017"
"2728","['unitedcitizensofamerica', 'albanyoregonphotographer', 'detroitoregon', 'oregonstateuniversity', 'oregonphotography', 'portlandoregon', 'crescentmountainsummit', 'bees', 'honeybees', 'pacificnorthwest', 'oregonnw', 'stahlmanpoint', 'photocontest', 'oregoncoast', 'usa', 'america', 'mthood', 'detroitlake', 'oregonparks', 'payoffthenationaldebt', 'albanyoregon', 'centraloregon', 'oregonart', 'oregonstatepark']","2017"
"2729","['oregon', 'usa', 'oregonnw', 'unitedcitizensofamerica', 'oregonstateuniversity', 'bicentennialbaby', 'pacificnorthwest', 'depoebay', 'america', 'weownamerica', 'corvallis', 'wethepeople', 'weloveourarmedforces', 'corvallisoregon', 'oregoncoast', 'OregonState', 'corvallisphotography']","2017"
"2730","['adulting', 'partytime', 'oregonstateuniversity']","2017"
"2733","['entertheprism', 'oregonstateuniversity']","2017"
"2734","['explore', 'beauty', 'oregonstateuniversity', 'nw', 'sunset', 'phonephotography', 'beautifulday', 'spring', 'galaxy', 'nature', 'pics', 'clouds', 'samsung', 'photography', 'تصويري', 'aviary', 'rainyday', 'digitalphotography', 'corvallis', 'reflection', 'springbreak', 'magicalmoment', 'beautifulnature', 'picoftheday', 'oregon', 'magic', 'travelphotography', 'landscape', 'تصوير', 's7edge']","2017"
"2736","['colormelt', 'dialhforhair', 'modernsalon', 'corvallishair', 'oregonstateuniversity', 'redken', 'behindthechair', 'hotonbeauty', 'corvallis', 'beautylaunchpad', 'redkenready', 'oregonstate', 'redkenobsessed', 'rainbowhair', 'pulpriot', 'pulpriothair', 'gobeavs', 'beautiful', 'beavernation', 'americansalon']","2017"
"2737","['oregon', 'oregonstateuniversity', 'corvallis', 'myhappyplace', 'ilovecorvallis', 'corvallisoregon']","2017"
"2738","['oregonstateuniversity', 'samssenioryear', 'riseup', 'weneedabeaveremoji', 'gobeavers', 'collegebound', 'gobeavs', 'acceptanceletter', 'college']","2017"
"2740","['oregon', 'explore', 'pnw', 'oregonstateuniversity', 'lifeisgood', 'osu', 'oregonexplored', 'optoutside', 'oregonstate', 'pnwonderland', 'bestoforegon', 'goodvibes', 'pnwcollective', 'exploreoregon', 'pacificnorthwest', 'wanderlust', 'adventure', 'wander']","2017"
"2741","['oregon', 'dialhforhair', 'oregonstateuniversity', 'redken', 'osu', 'corvallis', 'redkenready', 'oregonstate', 'corvallisoregon', 'redkenobsessed']","2017"
